,reference_date,table,total_size
916967,2020-11-10,TAB000006,2481266
916969,2020-11-11,TAB000006,2442990
916971,2020-11-12,TAB000006,2264679
916973,2020-11-13,TAB000006,2023327
916975,2020-11-14,TAB000006,1389606
916977,2020-11-15,TAB000006,1051734
916979,2020-11-16,TAB000006,2292439
916981,2020-11-17,TAB000006,2724431
916983,2020-11-18,TAB000006,2757891
916985,2020-11-19,TAB000006,2893813
916989,2020-11-20,TAB000006,2386163
916991,2020-11-21,TAB000006,1712021
916993,2020-11-22,TAB000006,1403106
916995,2020-11-23,TAB000006,2545500
916997,2020-11-24,TAB000006,2638865
916999,2020-11-25,TAB000006,2691060
917001,2020-11-26,TAB000006,2875648
917003,2020-11-27,TAB000006,2702286
917005,2020-11-28,TAB000006,1921491
917007,2020-11-29,TAB000006,1597096
917011,2020-11-30,TAB000006,2109274
917025,2020-12-01,TAB000006,2353137
917047,2020-12-02,TAB000006,2409899
917069,2020-12-03,TAB000006,2404073
917075,2020-12-04,TAB000006,2037350
917077,2020-12-05,TAB000006,1639037
917079,2020-12-06,TAB000006,1238243
917081,2020-12-07,TAB000006,2311783
917083,2020-12-08,TAB000006,2243284
917085,2020-12-09,TAB000006,1902519
917027,2020-12-10,TAB000006,1887244
917029,2020-12-11,TAB000006,1695511
917031,2020-12-12,TAB000006,1248167
917033,2020-12-13,TAB000006,811448
917035,2020-12-14,TAB000006,1247083
917037,2020-12-15,TAB000006,1253217
917039,2020-12-16,TAB000006,1077785
917041,2020-12-17,TAB000006,982328
917043,2020-12-18,TAB000006,1065266
917045,2020-12-19,TAB000006,532138
917049,2020-12-20,TAB000006,358915
917051,2020-12-21,TAB000006,499153
917053,2020-12-22,TAB000006,469845
917055,2020-12-23,TAB000006,350496
917057,2020-12-24,TAB000006,220464
917059,2020-12-25,TAB000006,175048
917061,2020-12-26,TAB000006,292853
917063,2020-12-27,TAB000006,297103
917065,2020-12-28,TAB000006,376933
917067,2020-12-29,TAB000006,335851
917071,2020-12-30,TAB000006,313514
917073,2020-12-31,TAB000006,186118
917573,2021-01-01,TAB000006,131208
917595,2021-01-02,TAB000006,235152
917617,2021-01-03,TAB000006,281754
917623,2021-01-04,TAB000006,469071
917625,2021-01-05,TAB000006,550085
917627,2021-01-06,TAB000006,511885
917629,2021-01-07,TAB000006,517552
917631,2021-01-08,TAB000006,434843
917633,2021-01-09,TAB000006,329028
917575,2021-01-10,TAB000006,341483
917577,2021-01-11,TAB000006,493856
917579,2021-01-12,TAB000006,556631
917581,2021-01-13,TAB000006,545269
917583,2021-01-14,TAB000006,596726
917585,2021-01-15,TAB000006,517995
917587,2021-01-16,TAB000006,448039
917589,2021-01-17,TAB000006,408882
917591,2021-01-18,TAB000006,509358
917593,2021-01-19,TAB000006,567988
917597,2021-01-20,TAB000006,569159
917599,2021-01-21,TAB000006,545964
917601,2021-01-22,TAB000006,455144
917603,2021-01-23,TAB000006,372142
917605,2021-01-24,TAB000006,347671
917607,2021-01-25,TAB000006,568174
917609,2021-01-26,TAB000006,598411
917611,2021-01-27,TAB000006,595701
917613,2021-01-28,TAB000006,560393
917615,2021-01-29,TAB000006,513405
917619,2021-01-30,TAB000006,381917
917621,2021-01-31,TAB000006,79750
917635,2021-02-01,TAB000006,482376
917657,2021-02-02,TAB000006,663980
917665,2021-02-03,TAB000006,638631
917667,2021-02-04,TAB000006,614386
917669,2021-02-05,TAB000006,512148
917671,2021-02-06,TAB000006,405007
917673,2021-02-07,TAB000006,400638
917675,2021-02-08,TAB000006,670228
917677,2021-02-09,TAB000006,788693
917637,2021-02-10,TAB000006,837970
917639,2021-02-11,TAB000006,801591
917641,2021-02-12,TAB000006,672509
917643,2021-02-13,TAB000006,480650
917645,2021-02-14,TAB000006,454327
917647,2021-02-15,TAB000006,732228
917649,2021-02-16,TAB000006,792734
917651,2021-02-17,TAB000006,830098
917653,2021-02-18,TAB000006,949474
917655,2021-02-19,TAB000006,801364
917659,2021-02-20,TAB000006,675827
917661,2021-02-21,TAB000006,619629
917663,2021-02-22,TAB000006,1065567
1014365,2012-06-01,TAB000007,7066
1014376,2012-06-02,TAB000007,13677
1014387,2012-06-03,TAB000007,20550
1014389,2012-06-04,TAB000007,9574
1014390,2012-06-05,TAB000007,7862
1014391,2012-06-06,TAB000007,8322
1014392,2012-06-07,TAB000007,9479
1014393,2012-06-08,TAB000007,7577
1014394,2012-06-09,TAB000007,7906
1014366,2012-06-10,TAB000007,14289
1014367,2012-06-11,TAB000007,11221
1014368,2012-06-12,TAB000007,7606
1014369,2012-06-13,TAB000007,8919
1014370,2012-06-14,TAB000007,9555
1014371,2012-06-15,TAB000007,7104
1014372,2012-06-16,TAB000007,7558
1014373,2012-06-17,TAB000007,16897
1014374,2012-06-18,TAB000007,6960
1014375,2012-06-19,TAB000007,7104
1014377,2012-06-20,TAB000007,9035
1014378,2012-06-21,TAB000007,8261
1014379,2012-06-22,TAB000007,12617
1014380,2012-06-23,TAB000007,6905
1014381,2012-06-24,TAB000007,12020
1014382,2012-06-25,TAB000007,8698
1014383,2012-06-26,TAB000007,7538
1014384,2012-06-27,TAB000007,7938
1014385,2012-06-28,TAB000007,6814
1014386,2012-06-29,TAB000007,7484
1014388,2012-06-30,TAB000007,7092
1014399,2012-07-02,TAB000007,12530
1014405,2012-07-03,TAB000007,7136
1014407,2012-07-04,TAB000007,8402
1014408,2012-07-05,TAB000007,8046
1014409,2012-07-09,TAB000007,7476
1014395,2012-07-10,TAB000007,7165
1014396,2012-07-12,TAB000007,7609
1014397,2012-07-16,TAB000007,6936
1014398,2012-07-19,TAB000007,6758
1014400,2012-07-20,TAB000007,6650
1014401,2012-07-22,TAB000007,8971
1014402,2012-07-23,TAB000007,6708
1014403,2012-07-25,TAB000007,7382
1014404,2012-07-26,TAB000007,6994
1014406,2012-07-31,TAB000007,6995
1014416,2012-08-02,TAB000007,7002
1014426,2012-08-03,TAB000007,6890
1014429,2012-08-04,TAB000007,7094
1014430,2012-08-06,TAB000007,7348
1014431,2012-08-07,TAB000007,6892
1014432,2012-08-08,TAB000007,7126
1014433,2012-08-09,TAB000007,6871
1014410,2012-08-12,TAB000007,6722
1014411,2012-08-14,TAB000007,8729
1014412,2012-08-15,TAB000007,7034
1014413,2012-08-16,TAB000007,10209
1014414,2012-08-18,TAB000007,7173
1014415,2012-08-19,TAB000007,7427
1014417,2012-08-20,TAB000007,15188
1014418,2012-08-21,TAB000007,15836
1014419,2012-08-22,TAB000007,9846
1014420,2012-08-23,TAB000007,8261
1014421,2012-08-24,TAB000007,7364
1014422,2012-08-26,TAB000007,7494
1014423,2012-08-27,TAB000007,7513
1014424,2012-08-28,TAB000007,13619
1014425,2012-08-29,TAB000007,7856
1014427,2012-08-30,TAB000007,6909
1014428,2012-08-31,TAB000007,8500
1014434,2012-09-01,TAB000007,7528
1014445,2012-09-02,TAB000007,7093
1014455,2012-09-03,TAB000007,10029
1014457,2012-09-04,TAB000007,19419
1014458,2012-09-05,TAB000007,7162
1014459,2012-09-06,TAB000007,7727
1014460,2012-09-07,TAB000007,9326
1014461,2012-09-08,TAB000007,7120
1014462,2012-09-09,TAB000007,7056
1014435,2012-09-10,TAB000007,9444
1014436,2012-09-11,TAB000007,10937
1014437,2012-09-12,TAB000007,24012
1014438,2012-09-13,TAB000007,26263
1014439,2012-09-14,TAB000007,17839
1014440,2012-09-15,TAB000007,16917
1014441,2012-09-16,TAB000007,24146
1014442,2012-09-17,TAB000007,8528
1014443,2012-09-18,TAB000007,13506
1014444,2012-09-19,TAB000007,17892
1014446,2012-09-20,TAB000007,12476
1014447,2012-09-21,TAB000007,10394
1014448,2012-09-22,TAB000007,7584
1014449,2012-09-24,TAB000007,6911
1014450,2012-09-25,TAB000007,10829
1014451,2012-09-26,TAB000007,8833
1014452,2012-09-27,TAB000007,6932
1014453,2012-09-28,TAB000007,15554
1014454,2012-09-29,TAB000007,8454
1014456,2012-09-30,TAB000007,7278
1014278,2012-10-01,TAB000007,10693
1014287,2012-10-02,TAB000007,12102
1014298,2012-10-03,TAB000007,9215
1014301,2012-10-04,TAB000007,7713
1014302,2012-10-05,TAB000007,8737
1014303,2012-10-06,TAB000007,7905
1014304,2012-10-08,TAB000007,7009
1014305,2012-10-09,TAB000007,6849
1014279,2012-10-10,TAB000007,9508
1014280,2012-10-11,TAB000007,8111
1014281,2012-10-12,TAB000007,8086
1014282,2012-10-14,TAB000007,6711
1014283,2012-10-15,TAB000007,8554
1014284,2012-10-17,TAB000007,8703
1014285,2012-10-18,TAB000007,7040
1014286,2012-10-19,TAB000007,7239
1014288,2012-10-20,TAB000007,7227
1014289,2012-10-21,TAB000007,7152
1014290,2012-10-22,TAB000007,10130
1014291,2012-10-23,TAB000007,11053
1014292,2012-10-24,TAB000007,10902
1014293,2012-10-25,TAB000007,8598
1014294,2012-10-26,TAB000007,8008
1014295,2012-10-27,TAB000007,12883
1014296,2012-10-28,TAB000007,7268
1014297,2012-10-29,TAB000007,11280
1014299,2012-10-30,TAB000007,15783
1014300,2012-10-31,TAB000007,17066
1014306,2012-11-01,TAB000007,18030
1014317,2012-11-02,TAB000007,8570
1014328,2012-11-03,TAB000007,10840
1014330,2012-11-04,TAB000007,10628
1014331,2012-11-05,TAB000007,13503
1014332,2012-11-06,TAB000007,12793
1014333,2012-11-07,TAB000007,13053
1014334,2012-11-08,TAB000007,9060
1014335,2012-11-09,TAB000007,10299
1014307,2012-11-10,TAB000007,7983
1014308,2012-11-11,TAB000007,9174
1014309,2012-11-12,TAB000007,50460
1014310,2012-11-13,TAB000007,33502
1014311,2012-11-14,TAB000007,72481
1014312,2012-11-15,TAB000007,28992
1014313,2012-11-16,TAB000007,14027
1014314,2012-11-17,TAB000007,12362
1014315,2012-11-18,TAB000007,33897
1014316,2012-11-19,TAB000007,39877
1014318,2012-11-20,TAB000007,21737
1014319,2012-11-21,TAB000007,48059
1014320,2012-11-22,TAB000007,45274
1014321,2012-11-23,TAB000007,17448
1014322,2012-11-24,TAB000007,91124
1014323,2012-11-25,TAB000007,57749
1014324,2012-11-26,TAB000007,84966
1014325,2012-11-27,TAB000007,138691
1014326,2012-11-28,TAB000007,15417
1014327,2012-11-29,TAB000007,8172
1014329,2012-11-30,TAB000007,87616
1014336,2012-12-01,TAB000007,79027
1014347,2012-12-02,TAB000007,112583
1014357,2012-12-03,TAB000007,45357
1014359,2012-12-04,TAB000007,52762
1014360,2012-12-05,TAB000007,87412
1014361,2012-12-06,TAB000007,33283
1014362,2012-12-07,TAB000007,25693
1014363,2012-12-08,TAB000007,22406
1014364,2012-12-09,TAB000007,23756
1014337,2012-12-10,TAB000007,15969
1014338,2012-12-11,TAB000007,41357
1014339,2012-12-12,TAB000007,17944
1014340,2012-12-13,TAB000007,40018
1014341,2012-12-14,TAB000007,43547
1014342,2012-12-15,TAB000007,36384
1014343,2012-12-16,TAB000007,60081
1014344,2012-12-17,TAB000007,17644
1014345,2012-12-18,TAB000007,53291
1014346,2012-12-19,TAB000007,46117
1014348,2012-12-20,TAB000007,14353
1014349,2012-12-21,TAB000007,112278
1014350,2012-12-22,TAB000007,139086
1014351,2012-12-23,TAB000007,142775
1014352,2012-12-24,TAB000007,11019
1014353,2012-12-25,TAB000007,9830
1014354,2012-12-26,TAB000007,7393
1014355,2012-12-27,TAB000007,7852
1014356,2012-12-28,TAB000007,7046
1014358,2012-12-31,TAB000007,6794
1014463,2013-01-01,TAB000007,9006
1014471,2013-01-02,TAB000007,6854
1014476,2013-01-05,TAB000007,8247
1014477,2013-01-06,TAB000007,7009
1014478,2013-01-08,TAB000007,6751
1014479,2013-01-09,TAB000007,7254
1014464,2013-01-10,TAB000007,7638
1014465,2013-01-11,TAB000007,8831
1014466,2013-01-12,TAB000007,7411
1014467,2013-01-13,TAB000007,7491
1014468,2013-01-15,TAB000007,7131
1014469,2013-01-16,TAB000007,8134
1014470,2013-01-19,TAB000007,6810
1014472,2013-01-21,TAB000007,7008
1014473,2013-01-25,TAB000007,7189
1014474,2013-01-29,TAB000007,6978
1014475,2013-01-31,TAB000007,7405
1014572,2013-02-01,TAB000007,6810
1014585,2013-02-03,TAB000007,7592
1014586,2013-02-05,TAB000007,7372
1014587,2013-02-06,TAB000007,7753
1014588,2013-02-07,TAB000007,6940
1014589,2013-02-09,TAB000007,7285
1014573,2013-02-11,TAB000007,7049
1014574,2013-02-13,TAB000007,6666
1014575,2013-02-18,TAB000007,7175
1014576,2013-02-19,TAB000007,7395
1014577,2013-02-20,TAB000007,7138
1014578,2013-02-21,TAB000007,6702
1014579,2013-02-22,TAB000007,7178
1014580,2013-02-23,TAB000007,7119
1014581,2013-02-25,TAB000007,6810
1014582,2013-02-26,TAB000007,7581
1014583,2013-02-27,TAB000007,7781
1014584,2013-02-28,TAB000007,7196
1014590,2013-03-01,TAB000007,7079
1014609,2013-03-04,TAB000007,7838
1014610,2013-03-05,TAB000007,6693
1014611,2013-03-06,TAB000007,7071
1014612,2013-03-07,TAB000007,6758
1014613,2013-03-08,TAB000007,6837
1014614,2013-03-09,TAB000007,6639
1014591,2013-03-10,TAB000007,6924
1014592,2013-03-11,TAB000007,7650
1014593,2013-03-12,TAB000007,7478
1014594,2013-03-16,TAB000007,7383
1014595,2013-03-17,TAB000007,7114
1014596,2013-03-18,TAB000007,9496
1014597,2013-03-19,TAB000007,9111
1014598,2013-03-20,TAB000007,23405
1014599,2013-03-21,TAB000007,7784
1014600,2013-03-22,TAB000007,9097
1014601,2013-03-23,TAB000007,8457
1014602,2013-03-24,TAB000007,7212
1014603,2013-03-25,TAB000007,9042
1014604,2013-03-26,TAB000007,11601
1014605,2013-03-27,TAB000007,8214
1014606,2013-03-28,TAB000007,7963
1014607,2013-03-30,TAB000007,7970
1014608,2013-03-31,TAB000007,7118
1014615,2013-04-01,TAB000007,10238
1014626,2013-04-02,TAB000007,18952
1014637,2013-04-03,TAB000007,14731
1014639,2013-04-04,TAB000007,9131
1014640,2013-04-05,TAB000007,11859
1014641,2013-04-06,TAB000007,7570
1014642,2013-04-07,TAB000007,8114
1014643,2013-04-08,TAB000007,8019
1014644,2013-04-09,TAB000007,11592
1014616,2013-04-10,TAB000007,8399
1014617,2013-04-11,TAB000007,9567
1014618,2013-04-12,TAB000007,14256
1014619,2013-04-13,TAB000007,8180
1014620,2013-04-14,TAB000007,8409
1014621,2013-04-15,TAB000007,15789
1014622,2013-04-16,TAB000007,11250
1014623,2013-04-17,TAB000007,11648
1014624,2013-04-18,TAB000007,8283
1014625,2013-04-19,TAB000007,9465
1014627,2013-04-20,TAB000007,10567
1014628,2013-04-21,TAB000007,8791
1014629,2013-04-22,TAB000007,7242
1014630,2013-04-23,TAB000007,9226
1014631,2013-04-24,TAB000007,8886
1014632,2013-04-25,TAB000007,8679
1014633,2013-04-26,TAB000007,8945
1014634,2013-04-27,TAB000007,8027
1014635,2013-04-28,TAB000007,8879
1014636,2013-04-29,TAB000007,17107
1014638,2013-04-30,TAB000007,10860
1014645,2013-05-01,TAB000007,7897
1014656,2013-05-02,TAB000007,8061
1014667,2013-05-03,TAB000007,7028
1014670,2013-05-04,TAB000007,10983
1014671,2013-05-05,TAB000007,9435
1014672,2013-05-06,TAB000007,8278
1014673,2013-05-07,TAB000007,9727
1014674,2013-05-08,TAB000007,7913
1014675,2013-05-09,TAB000007,7776
1014646,2013-05-10,TAB000007,7711
1014647,2013-05-11,TAB000007,7878
1014648,2013-05-12,TAB000007,8855
1014649,2013-05-13,TAB000007,8111
1014650,2013-05-14,TAB000007,8056
1014651,2013-05-15,TAB000007,9394
1014652,2013-05-16,TAB000007,7219
1014653,2013-05-17,TAB000007,6990
1014654,2013-05-18,TAB000007,7373
1014655,2013-05-19,TAB000007,7142
1014657,2013-05-20,TAB000007,10019
1014658,2013-05-21,TAB000007,35469
1014659,2013-05-22,TAB000007,28329
1014660,2013-05-23,TAB000007,25649
1014661,2013-05-24,TAB000007,16073
1014662,2013-05-25,TAB000007,12956
1014663,2013-05-26,TAB000007,13374
1014664,2013-05-27,TAB000007,17848
1014665,2013-05-28,TAB000007,19955
1014666,2013-05-29,TAB000007,14182
1014668,2013-05-30,TAB000007,15246
1014669,2013-05-31,TAB000007,15597
1014676,2013-06-01,TAB000007,11082
1014687,2013-06-02,TAB000007,13142
1014698,2013-06-03,TAB000007,11456
1014700,2013-06-04,TAB000007,14665
1014701,2013-06-05,TAB000007,15823
1014702,2013-06-06,TAB000007,23655
1014703,2013-06-07,TAB000007,14877
1014704,2013-06-08,TAB000007,18884
1014705,2013-06-09,TAB000007,13891
1014677,2013-06-10,TAB000007,15327
1014678,2013-06-11,TAB000007,20139
1014679,2013-06-12,TAB000007,28800
1014680,2013-06-13,TAB000007,22253
1014681,2013-06-14,TAB000007,13049
1014682,2013-06-15,TAB000007,13073
1014683,2013-06-16,TAB000007,25416
1014684,2013-06-17,TAB000007,16932
1014685,2013-06-18,TAB000007,20021
1014686,2013-06-19,TAB000007,32282
1014688,2013-06-20,TAB000007,18735
1014689,2013-06-21,TAB000007,11379
1014690,2013-06-22,TAB000007,14124
1014691,2013-06-23,TAB000007,12418
1014692,2013-06-24,TAB000007,25296
1014693,2013-06-25,TAB000007,17578
1014694,2013-06-26,TAB000007,26030
1014695,2013-06-27,TAB000007,11273
1014696,2013-06-28,TAB000007,13762
1014697,2013-06-29,TAB000007,11190
1014699,2013-06-30,TAB000007,9942
1014706,2013-07-01,TAB000007,14522
1014717,2013-07-02,TAB000007,11851
1014728,2013-07-03,TAB000007,17304
1014731,2013-07-04,TAB000007,31019
1014732,2013-07-05,TAB000007,18285
1014733,2013-07-06,TAB000007,14916
1014734,2013-07-07,TAB000007,17075
1014735,2013-07-08,TAB000007,20540
1014736,2013-07-09,TAB000007,18396
1014707,2013-07-10,TAB000007,22034
1014708,2013-07-11,TAB000007,15642
1014709,2013-07-12,TAB000007,11025
1014710,2013-07-13,TAB000007,10322
1014711,2013-07-14,TAB000007,15431
1014712,2013-07-15,TAB000007,13219
1014713,2013-07-16,TAB000007,8845
1014714,2013-07-17,TAB000007,22943
1014715,2013-07-18,TAB000007,17260
1014716,2013-07-19,TAB000007,12330
1014718,2013-07-20,TAB000007,15049
1014719,2013-07-21,TAB000007,9368
1014720,2013-07-22,TAB000007,9656
1014721,2013-07-23,TAB000007,12524
1014722,2013-07-24,TAB000007,11174
1014723,2013-07-25,TAB000007,12052
1014724,2013-07-26,TAB000007,12985
1014725,2013-07-27,TAB000007,19379
1014726,2013-07-28,TAB000007,10774
1014727,2013-07-29,TAB000007,11110
1014729,2013-07-30,TAB000007,9857
1014730,2013-07-31,TAB000007,14413
1014737,2013-08-01,TAB000007,11153
1014748,2013-08-02,TAB000007,8733
1014759,2013-08-03,TAB000007,14994
1014762,2013-08-04,TAB000007,11965
1014763,2013-08-05,TAB000007,12835
1014764,2013-08-06,TAB000007,13018
1014765,2013-08-07,TAB000007,15095
1014766,2013-08-08,TAB000007,12220
1014767,2013-08-09,TAB000007,10274
1014738,2013-08-10,TAB000007,16357
1014739,2013-08-11,TAB000007,12366
1014740,2013-08-12,TAB000007,12452
1014741,2013-08-13,TAB000007,20608
1014742,2013-08-14,TAB000007,18133
1014743,2013-08-15,TAB000007,21219
1014744,2013-08-16,TAB000007,15997
1014745,2013-08-17,TAB000007,12921
1014746,2013-08-18,TAB000007,17699
1014747,2013-08-19,TAB000007,29428
1014749,2013-08-20,TAB000007,48116
1014750,2013-08-21,TAB000007,41781
1014751,2013-08-22,TAB000007,26183
1014752,2013-08-23,TAB000007,25916
1014753,2013-08-24,TAB000007,26417
1014754,2013-08-25,TAB000007,21617
1014755,2013-08-26,TAB000007,27337
1014756,2013-08-27,TAB000007,23253
1014757,2013-08-28,TAB000007,29625
1014758,2013-08-29,TAB000007,21221
1014760,2013-08-30,TAB000007,13903
1014761,2013-08-31,TAB000007,17423
1014768,2013-09-01,TAB000007,14646
1014779,2013-09-02,TAB000007,18534
1014790,2013-09-03,TAB000007,39755
1014792,2013-09-04,TAB000007,61840
1014793,2013-09-05,TAB000007,70026
1014794,2013-09-06,TAB000007,56464
1014795,2013-09-07,TAB000007,58215
1014796,2013-09-08,TAB000007,58497
1014797,2013-09-09,TAB000007,90761
1014769,2013-09-10,TAB000007,167220
1014770,2013-09-11,TAB000007,155517
1014771,2013-09-12,TAB000007,137786
1014772,2013-09-13,TAB000007,118384
1014773,2013-09-14,TAB000007,59566
1014774,2013-09-15,TAB000007,51000
1014775,2013-09-16,TAB000007,78464
1014776,2013-09-17,TAB000007,102093
1014777,2013-09-18,TAB000007,79608
1014778,2013-09-19,TAB000007,71016
1014780,2013-09-20,TAB000007,66416
1014781,2013-09-21,TAB000007,57978
1014782,2013-09-22,TAB000007,113834
1014783,2013-09-23,TAB000007,179157
1014784,2013-09-24,TAB000007,120983
1014785,2013-09-25,TAB000007,115429
1014786,2013-09-26,TAB000007,111365
1014787,2013-09-27,TAB000007,101177
1014788,2013-09-28,TAB000007,106726
1014789,2013-09-29,TAB000007,112243
1014791,2013-09-30,TAB000007,131464
1014480,2013-10-01,TAB000007,181821
1014491,2013-10-02,TAB000007,172522
1014502,2013-10-03,TAB000007,170334
1014505,2013-10-04,TAB000007,111576
1014506,2013-10-05,TAB000007,97244
1014507,2013-10-06,TAB000007,77889
1014508,2013-10-07,TAB000007,105579
1014509,2013-10-08,TAB000007,120188
1014510,2013-10-09,TAB000007,127054
1014481,2013-10-10,TAB000007,103181
1014482,2013-10-11,TAB000007,68937
1014483,2013-10-12,TAB000007,61877
1014484,2013-10-13,TAB000007,69625
1014485,2013-10-14,TAB000007,106531
1014486,2013-10-15,TAB000007,117280
1014487,2013-10-16,TAB000007,102425
1014488,2013-10-17,TAB000007,80033
1014489,2013-10-18,TAB000007,74220
1014490,2013-10-19,TAB000007,60558
1014492,2013-10-20,TAB000007,59282
1014493,2013-10-21,TAB000007,69915
1014494,2013-10-22,TAB000007,84959
1014495,2013-10-23,TAB000007,91337
1014496,2013-10-24,TAB000007,73400
1014497,2013-10-25,TAB000007,53171
1014498,2013-10-26,TAB000007,47680
1014499,2013-10-27,TAB000007,40280
1014500,2013-10-28,TAB000007,73945
1014501,2013-10-29,TAB000007,67478
1014503,2013-10-30,TAB000007,65312
1014504,2013-10-31,TAB000007,64086
1014511,2013-11-01,TAB000007,47190
1014522,2013-11-02,TAB000007,51891
